Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,toilets,accepts_reservations,has_drinking_water,rv_hookups,pets_allowed,is_cheap,has_showers,has_dump,Column 13,Column 14,Column 15,Column 16
-96.451,33.033,LAVO/Lavonia - Lavon Lake  COE PH:972.442.3141 all year  SITES:50  AMEN:WES DP DW SH RS PA L$ approx 5.2 mi E of Wylie 33.033 -96.451,LAVO,Lavonia - Lavon Lake,COE,972.442.3141,all year, ,50, ,WES DP DW SH RS PA L$ ,unknown,1,1,WES,1,1,1,1,TX,5.2,E,Wylie
-102.375,33.554,LEVE/Levelland City RV Park  CP PH:806.894.4161  COMM:gravel parking lot  EL:3497 AMEN:WE DP approx 2.3 mi S  of Levellnd 33.554 -102.375,LEVE,Levelland City RV Park,CP,806.894.4161, ,gravel parking lot, ,3497,WE DP ,unknown,unknown,unknown,WE,unknown,0,unknown,1,TX,2.3,S ,Levellnd
-96.716,31.946,LIBE/Liberty Hill - Navarro Mills Reservoir  COE PH:254.578.1431 all year  SITES:110  AMEN:WES DP DW SH RS PA L$ approx 3.6 mi N  of Dawson 31.946 -96.716,LIBE,Liberty Hill - Navarro Mills Reservoir,COE,254.578.1431,all year, ,110, ,WES DP DW SH RS PA L$ ,unknown,1,1,WES,1,1,1,1,TX,3.6,N ,Dawson
-96.614,28.638,LIGH/Lighthouse Beach RV Park  CP PH:361.552.5311   SITES:55  AMEN:WES DP DW SH approx 1.8 mi NE of Port Lavaca 28.638 -96.614,LIGH,Lighthouse Beach RV Park,CP,361.552.5311, , ,55, ,WES DP DW SH ,unknown,unknown,1,WES,unknown,0,1,1,TX,1.8,NE,Port Lavaca
-96.664,33.861,LIGR/Lighthouse Resort  CP PH:972.838.4600     AMEN:WES DP SH approx 7.1 mi N of Pottsboro 33.861 -96.664,LIGR,Lighthouse Resort,CP,972.838.4600, , , , ,WES DP SH ,unknown,unknown,unknown,WES,unknown,0,1,1,TX,7.1,N,Pottsboro
-101.387,33.67,LION/Lions Park - Ralls  CP   COMM:unknown facilities  EL:3100 AMEN:E DP approx 0.6 mi S  of Ralls 33.67 -101.387,LION,Lions Park - Ralls,CP, , ,unknown facilities, ,3100,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,TX,0.6,S ,Ralls
-96.945,33.158,LITT/Little Elm Park  CP PH:972.731.3296     AMEN:NH approx 0.5 mi SW of Little Elm 33.158 -96.945,LITT,Little Elm Park,CP,972.731.3296, , , , ,NH ,unknown,unknown,unknown,NH,unknown,0,unknown,unknown,TX,0.5,SW,Little Elm
-97.476,31.115,LIVE/Live Oak Ridge Park - Belton Lake  COE PH:254.780.1738 all year  SITES:45  AMEN:WE DP DW SH RS PA approx 4.1 mi N  of Belton 31.115 -97.476,LIVE,Live Oak Ridge Park - Belton Lake,COE,254.780.1738,all year, ,45, ,WE DP DW SH RS PA ,unknown,1,1,WE,1,0,1,1,TX,4.1,N ,Belton
-97.698,29.855,LOCK/Lockhart State Park  SP PH:512.398.3479 all year  SITES:20  AMEN:WE DP DW SH RS  29.855 -97.698,LOCK,Lockhart State Park,SP,512.398.3479,all year, ,20, ,WE DP DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,,,
-97.353,31.89,LOFE/Lofers Bend East - Lake Whitney  COE PH:254.694.3189 all year    AMEN:E DP DW SH RS L$  31.89 -97.353,LOFE,Lofers Bend East - Lake Whitney,COE,254.694.3189,all year, , , ,E DP DW SH RS L$ ,unknown,1,1,E,unknown,1,1,1,TX,,,
-97.367,31.883,LOFW/Lofers Bend West - Lake Whitney  COE PH:254.694.3189 early apr-late sep    AMEN:E DP DW SH RS L$ approx 5.5 mi SW of Whitney 31.883 -97.367,LOFW,Lofers Bend West - Lake Whitney,COE,254.694.3189,early apr-late sep, , , ,E DP DW SH RS L$ ,unknown,1,1,E,unknown,1,1,1,TX,5.5,SW,Whitney
-98.388,31.203,LOME/Lometa Regional Park  CP    SITES:12  AMEN:WE DP DW SH approx 1.1 mi S  of Lometa 31.203 -98.388,LOME,Lometa Regional Park,CP, , , ,12, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,1.1,S ,Lometa
-99.571,29.808,LOST/Lost Maples State Natural Area  SP PH:830.966.3413 all year  SITES:70 EL:1787 AMEN:E DP DW SH RS approx 4.4 mi N  of Vanderpool 29.808 -99.571,LOST,Lost Maples State Natural Area,SP,830.966.3413,all year, ,70,1787,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,4.4,N ,Vanderpool
-97.061,32.616,LOYD/Loyd County Park  CP PH:817.467.2104   SITES:221  AMEN:WE DP DW SH approx 9.7 mi S  of Grand Prairie 32.616 -97.061,LOYD,Loyd County Park,CP,817.467.2104, , ,221, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,9.7,S ,Grand Prairie
-96.528,28.557,MAGN/Magnolia Beach  CP   COMM:on beach - few facilities - dispersed - mosquitos   AMEN:NH ND NS N$ approx  mi  of Magnolia Beach 28.557 -96.528,MAGN,Magnolia Beach,CP, , ,on beach - few facilities - dispersed - mosquitos, , ,NH ND NS N$ ,unknown,unknown,unknown,NH,unknown,0,0,0,TX,,,Magnolia Beach
-94.232,30.88,MAGN/Magnolia Ridge - Town Bluff Reservoir  COE PH:409.429.3491 all year  SITES:40  AMEN:E DP DW SH RS L$ approx 14.2 mi W of Jasper 30.88 -94.232,MAGN,Magnolia Ridge - Town Bluff Reservoir,COE,409.429.3491,all year, ,40, ,E DP DW SH RS L$ ,unknown,1,1,E,unknown,1,1,1,TX,14.2,W,Jasper
-97.301,27.426,MALA/Malaquite - Padre Island National Seashore  NP PH:361.949.8068   SITES:50  AMEN:NH DP SH NR  27.426 -97.301,MALA,Malaquite - Padre Island National Seashore,NP,361.949.8068, , ,50, ,NH DP SH NR ,unknown,0,unknown,NH,unknown,0,1,1,TX,,,
-94.348,33.267,MAID/Malden Lake - Wright Pattman Lake  COE PH:903.838.8781 all year  SITES:39  AMEN:WE DP DW SH RS approx 4.6 mi S  of Maud 33.267 -94.348,MAID,Malden Lake - Wright Pattman Lake,COE,903.838.8781,all year, ,39, ,WE DP DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,4.6,S ,Maud
-101.093,33.46,MARN/Marina  - White River Reservoir  CP PH:806.263.4244    EL:2376 AMEN:WE ND VT DW NS approx 16.2 mi SE of Crosbyton 33.46 -101.093,MARN,Marina  - White River Reservoir,CP,806.263.4244, , , ,2376,WE ND VT DW NS ,VT,unknown,1,WE,unknown,0,0,0,TX,16.2,SE,Crosbyton
-94.566,32.278,MARC/Martin Creek Lake State Park  SP PH:903.836.4336 all year  SITES:93  AMEN:E DP DW SH RS  32.278 -94.566,MARC,Martin Creek Lake State Park,SP,903.836.4336,all year, ,93, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,,,
-94.172,30.853,MARD/Martin Dies State Park  SP PH:409.384.5231 all year  SITES:225  AMEN:E DP SH RS approx 11.4 mi SW of Jasper 30.853 -94.172,MARD,Martin Dies State Park,SP,409.384.5231,all year, ,225, ,E DP SH RS ,unknown,1,unknown,E,unknown,0,1,1,TX,11.4,SW,Jasper
-95.978,28.599,MATA/Matagorda Bay Nature Park  UTIL PH:979.863.7120 all year  SITES:70  AMEN:WES DW SH approx 6.4 mi S  of Matagorda 28.599 -95.978,MATA,Matagorda Bay Nature Park,UTIL,979.863.7120,all year, ,70, ,WES DW SH ,unknown,unknown,1,WES,unknown,0,1,unknown,TX,6.4,S ,Matagorda
-101.734,35.544,MCBR/McBride Canyon/Mullinaw Creek - Lake Meredith NRA  NP PH:806.857.3151  COMM:2 campgrounds  EL:2989 AMEN:NH ND VT NW NS NR approx 15.6 mi SW of Sanford 35.544 -101.734,MCBR,McBride Canyon/Mullinaw Creek - Lake Meredith NRA,NP,806.857.3151, ,2 campgrounds, ,2989,NH ND VT NW NS NR ,VT,0,0,NH,unknown,0,0,0,TX,15.6,SW,Sanford
-100.875,35.211,MCCL/McClellan - Lake McClellan  NF PH:580.497.2143/505.346.3804   SITES:18 EL:2930 AMEN:NR  35.211 -100.875,MCCL,McClellan - Lake McClellan,NF,580.497.2143/505.346.3804, , ,18,2930,NR ,unknown,0,unknown,unknown,unknown,0,unknown,unknown,TX,,,
-94.828,29.747,MCCO/McCollum County Park  CP PH:409.267.8345     AMEN:NH DP SH L$ approx 9.0 mi E of Baytown 29.747 -94.828,MCCO,McCollum County Park,CP,409.267.8345, , , , ,NH DP SH L$ ,unknown,unknown,unknown,NH,unknown,1,1,1,TX,9,E,Baytown
-97.406,31.945,MCCO/McCown Valley - Lake Whitney  COE PH:254.694.3189 all year  SITES:55  AMEN:E DP DW SH RS L$ approx 5.0 mi W of Whitney 31.945 -97.406,MCCO,McCown Valley - Lake Whitney,COE,254.694.3189,all year, ,55, ,E DP DW SH RS L$ ,unknown,1,1,E,unknown,1,1,1,TX,5,W,Whitney
-100.868,35.215,MCDO/McDowell - Lake McClellan  NF PH:580.497.2143/505.346.3804   SITES:16 EL:2923 AMEN:NH ND VT DW NS NR L$ approx 13.5 mi E of Groom 35.215 -100.868,MCDO,McDowell - Lake McClellan,NF,580.497.2143/505.346.3804, , ,16,2923,NH ND VT DW NS NR L$ ,VT,0,1,NH,unknown,1,0,0,TX,13.5,E,Groom
-97.721,30.179,MCKI/McKinney Falls State Park  SP PH:512.243.1643 all year  SITES:89  AMEN:WE DP 40ft DW SH RS approx 6.2 mi S  of Austin 30.179 -97.721,MCKI,McKinney Falls State Park,SP,512.243.1643,all year, ,89, ,WE DP 40ft DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,6.2,S ,Austin
-97.702,31.891,MERI/Meridian State Park  SP PH:254.435.2536 all year  SITES:15  AMEN:E DP DW SH RS approx 3.4 mi SW of Meridian 31.891 -97.702,MERI,Meridian State Park,SP,254.435.2536,all year, ,15, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,3.4,SW,Meridian
-100.52,31.379,MIDC/Middle Concho Park  CP PH:325.481.2617    EL:1873 AMEN:NH DP SH approx 7.6 mi SW of San Angelo 31.379 -100.52,MIDC,Middle Concho Park,CP,325.481.2617, , , ,1873,NH DP SH ,unknown,unknown,unknown,NH,unknown,0,1,1,TX,7.6,SW,San Angelo
-97.227,31.526,MIDW/Midway - Lake Waco  COE PH:254.756.5359 all year  SITES:35  AMEN:WES DP 45ft DW SH RS L$ approx 5.0 mi W of Waco 31.526 -97.227,MIDW,Midway - Lake Waco,COE,254.756.5359,all year, ,35, ,WES DP 45ft DW SH RS L$ ,unknown,1,1,WES,unknown,1,1,1,TX,5,W,Waco
-94.003,31.151,MILL/Mill Creek - Sam Rayburn Reservoir  COE PH:409.384.5716 all year  SITES:110  AMEN:E DP DW SH RS approx 0.6 mi W of Brookeland 31.151 -94.003,MILL,Mill Creek - Sam Rayburn Reservoir,COE,409.384.5716,all year, ,110, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,0.6,W,Brookeland
-99.391,33.409,MILC/Millers Creek Reservoir  SFW   COMM:no facilities - parking lot   AMEN:NH ND NT NW NS N$ approx 8.7 mi SE of Goree 33.409 -99.391,MILC,Millers Creek Reservoir,SFW, , ,no facilities - parking lot, , ,NH ND NT NW NS N$ ,NT,unknown,0,NH,unknown,0,0,0,TX,8.7,SE,Goree
-94.115,31.521,MISS/Mission Dolores City RV Park  CP PH:936.275.3815  COMM:mostly long term- may not get site SITES:32  AMEN:WES DP DW SH approx 0.8 mi SW of San Augustine 31.521 -94.115,MISS,Mission Dolores City RV Park,CP,936.275.3815, ,mostly long term- may not get site,32, ,WES DP DW SH ,unknown,unknown,1,WES,unknown,0,1,1,TX,0.8,SW,San Augustine
-95.232,31.543,MISS/Mission Tejas State Park  SP PH:936.687.2394 all year  SITES:15  AMEN:WE DP DW SH RS approx 14.9 mi E of Grapeland 31.543 -95.232,MISS,Mission Tejas State Park,SP,936.687.2394,all year, ,15, ,WE DP DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,14.9,E,Grapeland
-102.812,31.619,MONA/Monahans Sandhills State Park  SP PH:432.943.2092 all year  SITES:26 EL:2719 AMEN:E DP DW SH RS approx 5.1 mi E of Monahans 31.619 -102.812,MONA,Monahans Sandhills State Park,SP,432.943.2092,all year, ,26,2719,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,5.1,E,Monahans
-95.072,33.089,MONT/Monticello Park - Monticello Reservoir  CP   COMM:primitive SITES:28  AMEN:WE DP DW SH approx 7.6 mi SW of Mount Pleasant 33.089 -95.072,MONT,Monticello Park - Monticello Reservoir,CP, , ,primitive,28, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,7.6,SW,Mount Pleasant
-101.318,32.24,MOSS/Moss Creek Lake Park  CP    SITES:55 EL:2372 AMEN:WES DP SH L$ approx 9.4 mi E of Big Spring 32.24 -101.318,MOSS,Moss Creek Lake Park,CP, , , ,55,2372,WES DP SH L$ ,unknown,unknown,unknown,WES,unknown,1,1,1,TX,9.4,E,Big Spring
-97.468,31.327,MOTH/Mother Neff State Park  SP PH:254.853.2389 all year  SITES:21  AMEN:E DP DW SH RS approx 6.4 mi W of Moody 31.327 -97.468,MOTH,Mother Neff State Park,SP,254.853.2389,all year, ,21, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,6.4,W,Moody
-96.667,32.255,MOTT/Mott - Bardwell Lake  COE PH:972.875.5711 early jun-late sep  SITES:40  AMEN:E DP FT DW SH RS PA approx 5.7 mi SW of Ennis 32.255 -96.667,MOTT,Mott - Bardwell Lake,COE,972.875.5711,early jun-late sep, ,40, ,E DP FT DW SH RS PA ,FT,1,1,E,1,0,1,1,TX,5.7,SW,Ennis
-98.099,30.487,MULE/Muleshoe Bend - Lake Travis  UTIL PH:800.776.5272     AMEN:NH ND NW NS L$ approx 3.5 mi E of Spicewood 30.487 -98.099,MULE,Muleshoe Bend - Lake Travis,UTIL,800.776.5272, , , , ,NH ND NW NS L$ ,unknown,unknown,0,NH,unknown,1,0,0,TX,3.5,E,Spicewood
-102.554,32.319,MUNI/Municipal Trailer Park - Andrews  CP   COMM:all pull thru and paved SITES:12 EL:3169 AMEN:WES DP N$ approx 0.5 mi W of Andrews 32.319 -102.554,MUNI,Municipal Trailer Park - Andrews,CP, , ,all pull thru and paved,12,3169,WES DP N$ ,unknown,unknown,unknown,WES,unknown,0,unknown,1,TX,0.5,W,Andrews
-97.087,32.992,MURR/Murrel Park - Grapevine Reservoir  COE PH:817.865.2600 early apr-late sep  SITES:25  AMEN:NH ND NS RS PA L$ approx 1.7 mi S  of Flower Mound 32.992 -97.087,MURR,Murrel Park - Grapevine Reservoir,COE,817.865.2600,early apr-late sep, ,25, ,NH ND NS RS PA L$ ,unknown,1,unknown,NH,1,1,0,0,TX,1.7,S ,Flower Mound
-97.175,27.673,MUSI/Mustang Island State Park  SP PH:361.749.5246 all year  SITES:48  AMEN:WE DP DW SH RS approx 13.1 mi SW of Port Aransas 27.673 -97.175,MUSI,Mustang Island State Park,SP,361.749.5246,all year, ,48, ,WE DP DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,13.1,SW,Port Aransas
-97.489,32.607,BEAR/Mustang Park/Bear Creek  - Benbrook Lake  COE PH:817.292.2400 all year  SITES:50  AMEN:WE ND NS RS PA L$ approx 12.8 mi SW of Fort Worth 32.607 -97.489,BEAR,Mustang Park/Bear Creek  - Benbrook Lake,COE,817.292.2400,all year, ,50, ,WE ND NS RS PA L$ ,unknown,1,unknown,WE,1,1,0,0,TX,12.8,SW,Fort Worth
-96.667,30.291,NAIL/Nails Creek - Lake Somerville State Park  SP PH:979.289.2392 all year  SITES:60  AMEN:E RS  30.291 -96.667,NAIL,Nails Creek - Lake Somerville State Park,SP,979.289.2392,all year, ,60, ,E RS ,unknown,1,unknown,E,unknown,0,unknown,unknown,TX,,,
-97.821,27.499,NASK/Nasking Rec Military - Kingsville NAS  MIL PH:361.516.6191  COMM:military only - do not use our lat/lon - contact them for directions and info   AMEN:RS approx 2.4 mi SE of Kingsville 27.499 -97.821,NASK,Nasking Rec Military - Kingsville NAS,MIL,361.516.6191, ,military only - do not use our lat/lon - contact them for directions and info, , ,RS ,unknown,1,unknown,unknown,unknown,0,unknown,unknown,TX,2.4,SE,Kingsville
-96.116,30.376,NAVA/Navasota RV Park  CP    SITES:10  AMEN:WES DP DW SH approx 1.9 mi SW of Navasota 30.376 -96.116,NAVA,Navasota RV Park,CP, , , ,10, ,WES DP DW SH ,unknown,unknown,1,WES,unknown,0,1,1,TX,1.9,SW,Navasota
-100.411,32.485,NEWM/Newman Park  CP PH:325.236.6313  COMM:unknown facilities  EL:2084 AMEN:E DP approx 1.0 mi N  of Sweetwater 32.485 -100.411,NEWM,Newman Park,CP,325.236.6313, ,unknown facilities, ,2084,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,TX,1,N ,Sweetwater
-97.275,27.478,NORB/North Beach - Padre Island National Seashore  NP PH:361.949.8068  COMM:sandy   AMEN:NH ND NS NR approx 23.5 mi S  of Corpus Christi 27.478 -97.275,NORB,North Beach - Padre Island National Seashore,NP,361.949.8068, ,sandy, , ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,TX,23.5,S ,Corpus Christi
-98.206,29.874,NORP/North Park - Canyon Lake  COE PH:830.964.3341   SITES:20  AMEN:NH ND NS NR approx 12.8 mi N  of New Braunfels 29.874 -98.206,NORP,North Park - Canyon Lake,COE,830.964.3341, , ,20, ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,TX,12.8,N ,New Braunfels
-97.28,30.166,NOSP/North Shore Park - Lake Bastrop  UTIL PH:800.776.5272   SITES:17  AMEN:WES DP DW SH approx 4.4 mi NE of Bastrop 30.166 -97.28,NOSP,North Shore Park - Lake Bastrop,UTIL,800.776.5272, , ,17, ,WES DP DW SH ,unknown,unknown,1,WES,unknown,0,1,1,TX,4.4,NE,Bastrop
-96.689,31.964,OAKP/Oak Park - Navarro Mills Reservoir  COE PH:254.578.1431 all year  SITES:50  AMEN:WES DP DW SH RS PA approx 5.0 mi N of Dawson 31.964 -96.689,OAKP,Oak Park - Navarro Mills Reservoir,COE,254.578.1431,all year, ,50, ,WES DP DW SH RS PA ,unknown,1,1,WES,1,0,1,1,TX,5,N,Dawson
-96.725,29.95,OAKT/Oak Thicket Park - Fayette Lake  UTIL PH:512.389.8900   SITES:20  AMEN:WE DP DW SH  29.95 -96.725,OAKT,Oak Thicket Park - Fayette Lake,UTIL,512.389.8900, , ,20, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,,,
-97.395,32.009,OLDF/Old Fort Park  CP    SITES:5  AMEN:NH PT approx 5.8 mi NW of Whitney 32.009 -97.395,OLDF,Old Fort Park,CP, , , ,5, ,NH PT ,PT,unknown,unknown,NH,unknown,0,unknown,unknown,TX,5.8,NW,Whitney
-101.708,34.161,OLLI/Ollie Liner RV Park  CP PH:806.293.2183   SITES:44 EL:3366 AMEN:WE DP L$ approx 1.6 mi S  of Plainview 34.161 -101.708,OLLI,Ollie Liner RV Park,CP,806.293.2183, , ,44,3366,WE DP L$ ,unknown,unknown,unknown,WE,unknown,1,unknown,1,TX,1.6,S ,Plainview
-96.512,30.305,OVER/Overlook - Lake Somerville  COE PH:409.596.1622   SITES:65  AMEN:NR approx 11.7 mi NW of Brenham 30.305 -96.512,OVER,Overlook - Lake Somerville,COE,409.596.1622, , ,65, ,NR ,unknown,0,unknown,unknown,unknown,0,unknown,unknown,TX,11.7,NW,Brenham
-95.169,33.065,OVEP/Overlook Park - Lake Cypress Springs  UTIL PH:903.537.4536     AMEN:NH ND NS approx 9.1 mi S  of Mount Vernon 33.065 -95.169,OVEP,Overlook Park - Lake Cypress Springs,UTIL,903.537.4536, , , , ,NH ND NS ,unknown,unknown,unknown,NH,unknown,0,0,0,TX,9.1,S ,Mount Vernon
-97.51,31.216,OWLC/Owl Creek - Belton Lake  COE PH:254.939.9828 all year    AMEN:NH ND NS NR N$  31.216 -97.51,OWLC,Owl Creek - Belton Lake,COE,254.939.9828,all year, , , ,NH ND NS NR N$ ,unknown,0,unknown,NH,unknown,0,0,0,TX,,,
-96.214,28.61,OYST/Oyster Lake County Park  CP   COMM:no facilities   AMEN:NH ND NT NW NS N$ approx 6.8 mi S  of Palacios 28.61 -96.214,OYST,Oyster Lake County Park,CP, , ,no facilities, , ,NH ND NT NW NS N$ ,NT,unknown,0,NH,unknown,0,0,0,TX,6.8,S ,Palacios
-98.011,30.466,PACE/Pace Bend Park - Lake Travis  CP PH:512.854.7275   SITES:420  AMEN:WE DP DW SH approx 8.7 mi E of Spicewood 30.466 -98.011,PACE,Pace Bend Park - Lake Travis,CP,512.854.7275, , ,420, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,8.7,E,Spicewood
-99.661,31.571,PADG/Padgitt Park - O.H. Ivie Reservoir  UTIL     EL:1598 AMEN:NH PT approx 22.4 mi SW of Coleman 31.571 -99.661,PADG,Padgitt Park - O.H. Ivie Reservoir,UTIL, , , , ,1598,NH PT ,PT,unknown,unknown,NH,unknown,0,unknown,unknown,TX,22.4,SW,Coleman
-97.221,27.583,PADR/Padre Balli County Park  CP PH:361.949.8121   SITES:66  AMEN:WE DP DW SH approx 18.5 mi SE of Corpus Christi 27.583 -97.221,PADR,Padre Balli County Park,CP,361.949.8121, , ,66, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,TX,18.5,SE,Corpus Christi
-100.58,31.902,PAIN/Paint Creek Park - Spence Reservoir  UTIL PH:325.453.2982   SITES:10 EL:1926 AMEN:WES DP NW SH approx 5.6 mi W of Robert Lee 31.902 -100.58,PAIN,Paint Creek Park - Spence Reservoir,UTIL,325.453.2982, , ,10,1926,WES DP NW SH ,unknown,unknown,0,WES,unknown,0,1,1,TX,5.6,W,Robert Lee
-97.585,29.597,PALM/Palmetto State Park  SP PH:830.672.3266 all year  SITES:40  AMEN:WE DP 45ft DW SH RS  29.597 -97.585,PALM,Palmetto State Park,SP,830.672.3266,all year, ,40, ,WE DP 45ft DW SH RS ,unknown,1,1,WE,unknown,0,1,1,TX,,,
-101.702,34.985,PALO/Palo Duro Canyon State Park  SP PH:806.488.2227 all year  SITES:100 EL:3465 AMEN:E 45ft RS approx 12.3 mi E of Canyon 34.985 -101.702,PALO,Palo Duro Canyon State Park,SP,806.488.2227,all year, ,100,3465,E 45ft RS ,unknown,1,unknown,E,unknown,0,unknown,unknown,TX,12.3,E,Canyon
-96.749,29.945,PARP/Park Prarie - Lake Fayette  UTIL PH:979.249.3504   SITES:12  AMEN:NH DP DW NS RS L$ approx 8.1 mi E of La Grange 29.945 -96.749,PARP,Park Prarie - Lake Fayette,UTIL,979.249.3504, , ,12, ,NH DP DW NS RS L$ ,unknown,1,1,NH,unknown,1,0,1,TX,8.1,E,La Grange
-95.587,33.844,PATE/Pat Mayse East - Pat Mayse Lake  COE PH:903.732.3020   SITES:25  AMEN:E DP SH NR approx 12.8 mi N  of Paris 33.844 -95.587,PATE,Pat Mayse East - Pat Mayse Lake,COE,903.732.3020, , ,25, ,E DP SH NR ,unknown,0,unknown,E,unknown,0,1,1,TX,12.8,N ,Paris
-95.606,33.845,PATW/Pat Mayse West - Pat Mayse Lake  COE PH:903.732.3020 all year  SITES:85  AMEN:E DP FT DW SH RS approx 13.0 mi N  of Paris 33.845 -95.606,PATW,Pat Mayse West - Pat Mayse Lake,COE,903.732.3020,all year, ,85, ,E DP FT DW SH RS ,FT,1,1,E,unknown,0,1,1,TX,13,N ,Paris
-96.742,31.967,PECA/Pecan Point - Navarro Mills Reservoir  COE PH:254.578.1431 early apr-late sep  SITES:35  AMEN:WE DP SH RS PA L$  31.967 -96.742,PECA,Pecan Point - Navarro Mills Reservoir,COE,254.578.1431,early apr-late sep, ,35, ,WE DP SH RS PA L$ ,unknown,1,unknown,WE,1,1,1,1,TX,,,
-98.258,30.308,PEDE/Pedernales Falls State Park  SP PH:830.868.7304 all year  SITES:69  AMEN:E DP DW SH RS approx 9.5 mi E of Johnson City 30.308 -98.258,PEDE,Pedernales Falls State Park,SP,830.868.7304,all year, ,69, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,9.5,E,Johnson City
-97.834,33.549,PELH/Pelham City Park  CP    SITES:10  AMEN:WE DP SH approx 1.1 mi SE of Bowie 33.549 -97.834,PELH,Pelham City Park,CP, , , ,10, ,WE DP SH ,unknown,unknown,unknown,WE,unknown,0,1,1,TX,1.1,SE,Bowie
-97.07,33.103,PILO/Pilot Knoll Park - Lake Lewisville  CP    SITES:48  AMEN:E DP DW SH approx 1.5 mi NW of Highland Villa 33.103 -97.07,PILO,Pilot Knoll Park - Lake Lewisville,CP, , , ,48, ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,TX,1.5,NW,Highland Villa
-104.827,31.896,PINS/Pine Springs - Guadalupe Mountains National Park  NP PH:915.828.3251   SITES:20 EL:5820 AMEN:NH NR approx 1.7 mi W of Pine Springs 31.896 -104.827,PINS,Pine Springs - Guadalupe Mountains National Park,NP,915.828.3251, , ,20,5820,NH NR ,unknown,0,unknown,NH,unknown,0,unknown,unknown,TX,1.7,W,Pine Springs
-94.168,33.299,PINP/Piney Point - Wright Patman Lake  COE PH:903.838.8781 early mar-late nov  SITES:70  AMEN:E DP DW SH RS approx 11.2 mi SW of Texarkana 33.299 -94.168,PINP,Piney Point - Wright Patman Lake,COE,903.838.8781,early mar-late nov, ,70, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,11.2,SW,Texarkana
-100.222,34.958,PION/Pioneer County Park  CP PH:806 447 5408   SITES:40 EL:1951 AMEN:WE DP NS L$ approx 7.0 mi N  of Wellington 34.958 -100.222,PION,Pioneer County Park,CP,806 447 5408, , ,40,1951,WE DP NS L$ ,unknown,unknown,unknown,WE,unknown,1,0,1,TX,7,N ,Wellington
-97.494,32.064,PLOW/Plowman Creek - Lake Whitney  COE PH:254.694.3189 early apr-late dec    AMEN:E DP DW SH RS approx 12.7 mi NW of Whitney 32.064 -97.494,PLOW,Plowman Creek - Lake Whitney,COE,254.694.3189,early apr-late dec, , , ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,TX,12.7,NW,Whitney
-101.75,35.612,PLUM/Plum Creek - Lake Meredith National Rec Area  NP PH:806.857.3151    EL:2937 AMEN:NH ND VT NW NS NR approx 13.6 mi SW of Sanford 35.612 -101.75,PLUM,Plum Creek - Lake Meredith National Rec Area,NP,806.857.3151, , , ,2937,NH ND VT NW NS NR ,VT,0,0,NH,unknown,0,0,0,TX,13.6,SW,Sanford
-97.065,27.816,PORT/Port Aransas Beach  CP   COMM:dispersed - beach camping - windy - sandy - no facilities   AMEN:NH ND NT NW NS L$ approx  mi  of Aransas Pass 27.816 -97.065,PORT,Port Aransas Beach,CP, , ,dispersed - beach camping - windy - sandy - no facilities, , ,NH ND NT NW NS L$ ,NT,unknown,0,NH,unknown,1,0,0,TX,,,Aransas Pass
-98.559,32.874,POSS/Possum Kingdom State Park  SP PH:940.549.1803 all year COMM:may be no water - check SITES:16  AMEN:E DP SH RS  32.874 -98.559,POSS,Possum Kingdom State Park,SP,940.549.1803,all year,may be no water - check,16, ,E DP SH RS ,unknown,1,unknown,E,unknown,0,1,1,TX,,,
